	Kingdom	Phylum	Class	Order	Family	Genus	ASV
ASV9579	Bacteria	Proteobacteria	Gammaproteobacteria	Cellvibrionales	BD2-7	NA	ASV9579
ASV9580	Bacteria	NA	NA	NA	NA	NA	ASV9580
ASV9581	Bacteria	Bacteroidetes	Bacteroidia	Flavobacteriales	Flavobacteriaceae	Muricauda	ASV9581
ASV9582	Bacteria	Actinobacteria	Acidimicrobiia	Microtrichales	Microtrichaceae	Sva0996_marine_group	ASV9582
ASV9583	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Midichloriaceae	NA	ASV9583
ASV9584	Bacteria	Proteobacteria	Deltaproteobacteria	Oligoflexales	Oligoflexaceae	NA	ASV9584
ASV9585	Bacteria	Actinobacteria	Actinobacteria	Corynebacteriales	Corynebacteriaceae	Lawsonella	ASV9585
ASV9586	Bacteria	Planctomycetes	NA	NA	NA	NA	ASV9586
ASV9587	Bacteria	Bacteroidetes	Bacteroidia	Flavobacteriales	Weeksellaceae	Empedobacter	ASV9587
ASV9588	Bacteria	NA	NA	NA	NA	NA	ASV9588
ASV9589	Bacteria	Omnitrophicaeota	Omnitrophia	Omnitrophales	Omnitrophaceae	Candidatus_Omnitrophus	ASV9589
ASV9590	Bacteria	Planctomycetes	Planctomycetacia	Pirellulales	Pirellulaceae	NA	ASV9590
ASV9591	NA	NA	NA	NA	NA	NA	ASV9591
ASV9592	Bacteria	Verrucomicrobia	Verrucomicrobiae	Verrucomicrobiales	NA	NA	ASV9592
ASV9593	Bacteria	Proteobacteria	NA	NA	NA	NA	ASV9593
ASV9594	Bacteria	Bacteroidetes	Bacteroidia	NA	NA	NA	ASV9594
ASV9595	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	NA	NA	ASV9595
ASV9596	Bacteria	NA	NA	NA	NA	NA	ASV9596
ASV9597	Bacteria	Verrucomicrobia	Verrucomicrobiae	Verrucomicrobiales	NA	NA	ASV9597
ASV9598	Bacteria	Verrucomicrobia	Verrucomicrobiae	Verrucomicrobiales	Rubritaleaceae	Luteolibacter	ASV9598
ASV9599	Bacteria	Proteobacteria	Gammaproteobacteria	NA	NA	NA	ASV9599
ASV9600	Bacteria	Planctomycetes	Planctomycetacia	Pirellulales	Pirellulaceae	Rhodopirellula	ASV9600
ASV9601	Bacteria	Proteobacteria	Deltaproteobacteria	Desulfobacterales	Desulfobacteraceae	Desulfococcus	ASV9601
ASV9602	Bacteria	Proteobacteria	Gammaproteobacteria	Coxiellales	Coxiellaceae	Coxiella	ASV9602
ASV9603	Bacteria	Proteobacteria	Deltaproteobacteria	Desulfobacterales	Desulfobacteraceae	Sva0081_sediment_group	ASV9603
ASV9604	Bacteria	Proteobacteria	Gammaproteobacteria	NA	NA	NA	ASV9604
ASV9605	Bacteria	Proteobacteria	Gammaproteobacteria	AT-s2-59	NA	NA	ASV9605
ASV9606	Bacteria	NA	NA	NA	NA	NA	ASV9606
ASV9607	Bacteria	Bacteroidetes	Bacteroidia	Flavobacteriales	Crocinitomicaceae	Salinirepens	ASV9607
ASV9608	Bacteria	Proteobacteria	Gammaproteobacteria	Betaproteobacteriales	Burkholderiaceae	NA	ASV9608
ASV9609	Bacteria	Planctomycetes	Phycisphaerae	Phycisphaerales	Phycisphaeraceae	NA	ASV9609
ASV9610	Bacteria	Proteobacteria	Alphaproteobacteria	NA	NA	NA	ASV9610
ASV9611	Bacteria	Planctomycetes	Phycisphaerae	Phycisphaerales	Phycisphaeraceae	NA	ASV9611
ASV9612	Bacteria	Proteobacteria	Deltaproteobacteria	Myxococcales	Haliangiaceae	Haliangium	ASV9612
ASV9613	Bacteria	Spirochaetes	MVP-15	NA	NA	NA	ASV9613
ASV9614	Bacteria	NA	NA	NA	NA	NA	ASV9614
ASV9615	Bacteria	Omnitrophicaeota	NA	NA	NA	NA	ASV9615
ASV9616	Bacteria	Bacteroidetes	Bacteroidia	NA	NA	NA	ASV9616
ASV9617	Bacteria	Proteobacteria	NA	NA	NA	NA	ASV9617
ASV9618	Bacteria	Chloroflexi	Anaerolineae	NA	NA	NA	ASV9618
ASV9619	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Rickettsiaceae	NA	ASV9619
ASV9620	Bacteria	NA	NA	NA	NA	NA	ASV9620
ASV9621	Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Spirochaetaceae	Spirochaeta_2	ASV9621
ASV9622	Bacteria	Proteobacteria	Alphaproteobacteria	NA	NA	NA	ASV9622
ASV9623	Bacteria	Proteobacteria	Deltaproteobacteria	NA	NA	NA	ASV9623
ASV9624	Bacteria	Cyanobacteria	Sericytochromatia	NA	NA	NA	ASV9624
ASV9625	Bacteria	Bacteroidetes	Bacteroidia	NA	NA	NA	ASV9625
ASV9626	Bacteria	Proteobacteria	Alphaproteobacteria	Caulobacterales	Parvularculaceae	Parvularcula	ASV9626
ASV9627	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Rickettsiaceae	NA	ASV9627
ASV9628	Bacteria	Proteobacteria	Gammaproteobacteria	EPR3968-O8a-Bc78	NA	NA	ASV9628
ASV9629	Bacteria	Proteobacteria	Alphaproteobacteria	Caulobacterales	Hyphomonadaceae	Hyphobacterium	ASV9629
ASV9630	Bacteria	Verrucomicrobia	Verrucomicrobiae	Opitutales	Puniceicoccaceae	Lentimonas	ASV9630
ASV9631	Bacteria	Firmicutes	Clostridia	Clostridiales	NA	NA	ASV9631
ASV9632	Bacteria	Proteobacteria	Deltaproteobacteria	NA	NA	NA	ASV9632
ASV9633	Bacteria	Planctomycetes	Planctomycetacia	Pirellulales	Pirellulaceae	Rhodopirellula	ASV9633
ASV9634	Bacteria	Bacteroidetes	Bacteroidia	Flavobacteriales	Cryomorphaceae	NA	ASV9634
ASV9635	Bacteria	Proteobacteria	Gammaproteobacteria	Ga0077536	NA	NA	ASV9635
ASV9636	Bacteria	Bacteroidetes	Bacteroidia	Sphingobacteriales	NA	NA	ASV9636
ASV9637	Bacteria	Chloroflexi	Anaerolineae	NA	NA	NA	ASV9637
ASV9638	Bacteria	Proteobacteria	Gammaproteobacteria	NA	NA	NA	ASV9638
ASV9639	Bacteria	Bacteroidetes	Bacteroidia	Cytophagales	Amoebophilaceae	NA	ASV9639
ASV9640	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Hyphomicrobiaceae	Filomicrobium	ASV9640
ASV9641	Bacteria	Bacteroidetes	Bacteroidia	Cytophagales	NA	NA	ASV9641
ASV9642	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Ruegeria	ASV9642
ASV9643	Bacteria	Actinobacteria	Actinobacteria	Micrococcales	NA	NA	ASV9643
ASV9644	Bacteria	Proteobacteria	Gammaproteobacteria	NA	NA	NA	ASV9644
ASV9645	Bacteria	Proteobacteria	Gammaproteobacteria	NA	NA	NA	ASV9645
ASV9646	Bacteria	Proteobacteria	Gammaproteobacteria	Vibrionales	Vibrionaceae	Grimontia	ASV9646
ASV9647	Bacteria	Proteobacteria	Gammaproteobacteria	NA	NA	NA	ASV9647
ASV9648	Bacteria	Proteobacteria	Deltaproteobacteria	Myxococcales	Sandaracinaceae	NA	ASV9648
ASV9649	Bacteria	Proteobacteria	NA	NA	NA	NA	ASV9649
ASV9650	Bacteria	Proteobacteria	Alphaproteobacteria	NA	NA	NA	ASV9650
ASV9651	Bacteria	Actinobacteria	Actinobacteria	Corynebacteriales	Corynebacteriaceae	NA	ASV9651
ASV9652	Bacteria	Proteobacteria	Deltaproteobacteria	Bdellovibrionales	Bdellovibrionaceae	Bdellovibrio	ASV9652
ASV9653	Bacteria	Bacteroidetes	Bacteroidia	Flavobacteriales	Flavobacteriaceae	NA	ASV9653
ASV9654	Bacteria	Proteobacteria	Gammaproteobacteria	Betaproteobacteriales	Burkholderiaceae	Verticia	ASV9654
ASV9655	Bacteria	Verrucomicrobia	Verrucomicrobiae	Verrucomicrobiales	DEV007	NA	ASV9655
ASV9656	Bacteria	Epsilonbacteraeota	Campylobacteria	Campylobacterales	Arcobacteraceae	Arcobacter	ASV9656
ASV9657	Bacteria	Planctomycetes	Planctomycetacia	Pirellulales	Pirellulaceae	Rhodopirellula	ASV9657
ASV9658	Bacteria	Proteobacteria	Deltaproteobacteria	NA	NA	NA	ASV9658
ASV9659	Bacteria	Chlamydiae	Chlamydiae	Chlamydiales	Simkaniaceae	NA	ASV9659
ASV9660	Bacteria	NA	NA	NA	NA	NA	ASV9660
ASV9661	Bacteria	Bacteroidetes	Bacteroidia	Cytophagales	Amoebophilaceae	NA	ASV9661
ASV9662	Archaea	Nanoarchaeaeota	Woesearchaeia	NA	NA	NA	ASV9662
ASV9663	Bacteria	Bacteroidetes	Bacteroidia	Flavobacteriales	Flavobacteriaceae	NA	ASV9663
ASV9664	Bacteria	Proteobacteria	Gammaproteobacteria	NA	NA	NA	ASV9664
ASV9665	Bacteria	Verrucomicrobia	Verrucomicrobiae	Opitutales	Puniceicoccaceae	NA	ASV9665
ASV9666	Bacteria	Proteobacteria	Gammaproteobacteria	Gammaproteobacteria_Incertae_Sedis	Unknown_Family	Candidatus_Carsonella	ASV9666
ASV9667	Eukaryota	NA	NA	NA	NA	NA	ASV9667
ASV9668	Bacteria	Proteobacteria	Gammaproteobacteria	Gammaproteobacteria_Incertae_Sedis	Unknown_Family	Candidatus_Carsonella	ASV9668
ASV9669	Bacteria	Proteobacteria	Gammaproteobacteria	Gammaproteobacteria_Incertae_Sedis	Unknown_Family	Candidatus_Carsonella	ASV9669
ASV9670	Bacteria	Proteobacteria	Gammaproteobacteria	Gammaproteobacteria_Incertae_Sedis	Unknown_Family	Candidatus_Carsonella	ASV9670
ASV9671	Bacteria	Proteobacteria	Alphaproteobacteria	NA	NA	NA	ASV9671
ASV9672	Bacteria	NA	NA	NA	NA	NA	ASV9672
ASV9673	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Erythrobacter	ASV9673
ASV9674	Bacteria	Bacteroidetes	Bacteroidia	Flavobacteriales	Crocinitomicaceae	NA	ASV9674
ASV9675	Archaea	Crenarchaeota	Bathyarchaeia	NA	NA	NA	ASV9675
ASV9676	Bacteria	Proteobacteria	Gammaproteobacteria	NA	NA	NA	ASV9676
ASV9677	Bacteria	Epsilonbacteraeota	Campylobacteria	Campylobacterales	Arcobacteraceae	Arcobacter	ASV9677
ASV9678	Bacteria	Planctomycetes	OM190	NA	NA	NA	ASV9678
ASV9679	Bacteria	NA	NA	NA	NA	NA	ASV9679
ASV9680	Archaea	Nanoarchaeaeota	Woesearchaeia	NA	NA	NA	ASV9680
ASV9681	Bacteria	Proteobacteria	Gammaproteobacteria	NA	NA	NA	ASV9681
ASV9682	Bacteria	Proteobacteria	Deltaproteobacteria	NB1-j	NA	NA	ASV9682
ASV9683	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidetes_BD2-2	NA	ASV9683
ASV9684	Bacteria	Proteobacteria	Deltaproteobacteria	Desulfuromonadales	Desulfuromonadaceae	NA	ASV9684
ASV9685	Bacteria	Bacteroidetes	Bacteroidia	Sphingobacteriales	NA	NA	ASV9685
ASV9686	Bacteria	Epsilonbacteraeota	Campylobacteria	Campylobacterales	Arcobacteraceae	Arcobacter	ASV9686
ASV9687	Bacteria	Proteobacteria	Gammaproteobacteria	NA	NA	NA	ASV9687
ASV9688	Bacteria	Nitrospinae	Nitrospinia	Nitrospinales	Nitrospinaceae	LS-NOB	ASV9688
ASV9689	Bacteria	PAUC34f	NA	NA	NA	NA	ASV9689
ASV9690	Bacteria	Gemmatimonadetes	BD2-11_terrestrial_group	NA	NA	NA	ASV9690
ASV9691	Bacteria	Planctomycetes	Planctomycetacia	Pirellulales	Pirellulaceae	NA	ASV9691
ASV9692	Bacteria	Proteobacteria	Gammaproteobacteria	Methylococcales	NA	NA	ASV9692
ASV9693	Bacteria	Proteobacteria	Gammaproteobacteria	KI89A_clade	NA	NA	ASV9693
ASV9694	Bacteria	Epsilonbacteraeota	Campylobacteria	Campylobacterales	NA	NA	ASV9694
ASV9695	Bacteria	Proteobacteria	Gammaproteobacteria	Alteromonadales	Shewanellaceae	Ferrimonas	ASV9695
ASV9696	Bacteria	NA	NA	NA	NA	NA	ASV9696
ASV9697	Archaea	Nanoarchaeaeota	Woesearchaeia	NA	NA	NA	ASV9697
ASV9698	Bacteria	Bacteroidetes	Bacteroidia	Flavobacteriales	Flavobacteriaceae	NA	ASV9698
ASV9699	Bacteria	Proteobacteria	NA	NA	NA	NA	ASV9699
ASV9700	Bacteria	Bacteroidetes	Bacteroidia	NA	NA	NA	ASV9700
ASV9701	Bacteria	Proteobacteria	Gammaproteobacteria	NA	NA	NA	ASV9701
ASV9702	Archaea	Nanoarchaeaeota	Woesearchaeia	NA	NA	NA	ASV9702
ASV9703	Bacteria	Proteobacteria	Deltaproteobacteria	Oligoflexales	Oligoflexaceae	NA	ASV9703
ASV9704	Bacteria	Proteobacteria	Deltaproteobacteria	Desulfobacterales	Desulfobulbaceae	NA	ASV9704
ASV9705	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae_1	NA	ASV9705
ASV9706	Bacteria	Proteobacteria	Alphaproteobacteria	NA	NA	NA	ASV9706
ASV9707	Archaea	Nanoarchaeaeota	Woesearchaeia	NA	NA	NA	ASV9707
ASV9708	NA	NA	NA	NA	NA	NA	ASV9708
ASV9709	Bacteria	Proteobacteria	NA	NA	NA	NA	ASV9709
ASV9710	Archaea	NA	NA	NA	NA	NA	ASV9710
ASV9711	Bacteria	NA	NA	NA	NA	NA	ASV9711
ASV9712	Bacteria	Bacteroidetes	Bacteroidia	Cytophagales	NA	NA	ASV9712
ASV9713	Bacteria	NA	NA	NA	NA	NA	ASV9713
ASV9714	Bacteria	Bacteroidetes	Bacteroidia	Cytophagales	Amoebophilaceae	Candidatus_Amoebophilus	ASV9714
ASV9715	Bacteria	Proteobacteria	Deltaproteobacteria	Bdellovibrionales	Bacteriovoracaceae	NA	ASV9715
ASV9716	Bacteria	Proteobacteria	Alphaproteobacteria	Micavibrionales	NA	NA	ASV9716
ASV9717	Bacteria	Proteobacteria	Deltaproteobacteria	Myxococcales	Nannocystaceae	NA	ASV9717
ASV9718	Eukaryota	NA	NA	NA	NA	NA	ASV9718
ASV9719	Bacteria	NA	NA	NA	NA	NA	ASV9719
ASV9720	Bacteria	Proteobacteria	Gammaproteobacteria	NA	NA	NA	ASV9720
ASV9721	Archaea	Crenarchaeota	Bathyarchaeia	NA	NA	NA	ASV9721
ASV9722	Bacteria	NA	NA	NA	NA	NA	ASV9722
ASV9723	Archaea	NA	NA	NA	NA	NA	ASV9723
ASV9724	Bacteria	Proteobacteria	Gammaproteobacteria	NA	NA	NA	ASV9724
ASV9725	Bacteria	Proteobacteria	Gammaproteobacteria	Alteromonadales	Alteromonadaceae	Glaciecola	ASV9725
ASV9726	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Youngimonas	ASV9726
ASV9727	Bacteria	Proteobacteria	Gammaproteobacteria	NA	NA	NA	ASV9727
ASV9728	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Marinilabiliaceae	Carboxylicivirga	ASV9728
ASV9729	Bacteria	Omnitrophicaeota	NA	NA	NA	NA	ASV9729
ASV9730	Archaea	Nanoarchaeaeota	Woesearchaeia	NA	NA	NA	ASV9730
ASV9731	Archaea	Thaumarchaeota	Nitrososphaeria	Nitrosopumilales	Nitrosopumilaceae	NA	ASV9731
ASV9732	Bacteria	NA	NA	NA	NA	NA	ASV9732
ASV9733	Bacteria	Proteobacteria	Alphaproteobacteria	Micavibrionales	Micavibrionaceae	NA	ASV9733
ASV9734	Bacteria	NA	NA	NA	NA	NA	ASV9734
ASV9735	Archaea	NA	NA	NA	NA	NA	ASV9735
ASV9736	Bacteria	Proteobacteria	Deltaproteobacteria	NA	NA	NA	ASV9736
ASV9737	Bacteria	NA	NA	NA	NA	NA	ASV9737
ASV9738	Bacteria	Proteobacteria	Alphaproteobacteria	NA	NA	NA	ASV9738
ASV9739	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Porphyrobacter	ASV9739
ASV9740	Bacteria	Proteobacteria	Gammaproteobacteria	Alteromonadales	NA	NA	ASV9740
ASV9741	Bacteria	Lentisphaerae	Oligosphaeria	SS1-B-02-17	NA	NA	ASV9741
ASV9742	NA	NA	NA	NA	NA	NA	ASV9742
ASV9743	Bacteria	NA	NA	NA	NA	NA	ASV9743
ASV9744	Bacteria	Bacteroidetes	Bacteroidia	NA	NA	NA	ASV9744
ASV9745	Bacteria	Proteobacteria	Deltaproteobacteria	NA	NA	NA	ASV9745
ASV9746	Bacteria	Bacteroidetes	Bacteroidia	NA	NA	NA	ASV9746
ASV9747	Bacteria	Proteobacteria	Gammaproteobacteria	NA	NA	NA	ASV9747
ASV9748	NA	NA	NA	NA	NA	NA	ASV9748
ASV9749	Eukaryota	NA	NA	NA	NA	NA	ASV9749
ASV9750	Bacteria	NA	NA	NA	NA	NA	ASV9750
ASV9751	Bacteria	Chloroflexi	Anaerolineae	Anaerolineales	Anaerolineaceae	NA	ASV9751
ASV9752	Bacteria	Cyanobacteria	Oxyphotobacteria	Chloroplast	NA	NA	ASV9752
ASV9753	Bacteria	Planctomycetes	Phycisphaerae	Phycisphaerales	Phycisphaeraceae	Phycisphaera	ASV9753
ASV9754	Bacteria	Proteobacteria	NA	NA	NA	NA	ASV9754
ASV9755	Bacteria	Proteobacteria	Gammaproteobacteria	NA	NA	NA	ASV9755
ASV9756	Bacteria	NA	NA	NA	NA	NA	ASV9756
ASV9757	Bacteria	Proteobacteria	Gammaproteobacteria	NA	NA	NA	ASV9757
ASV9758	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	NA	ASV9758
ASV9759	Bacteria	Proteobacteria	Alphaproteobacteria	NA	NA	NA	ASV9759
ASV9760	Archaea	NA	NA	NA	NA	NA	ASV9760
ASV9761	Bacteria	Proteobacteria	Deltaproteobacteria	Desulfobacterales	Desulfobacteraceae	SEEP-SRB1	ASV9761
ASV9762	Bacteria	Proteobacteria	Deltaproteobacteria	SAR324_clade(Marine_group_B)	NA	NA	ASV9762
ASV9763	Bacteria	NA	NA	NA	NA	NA	ASV9763
ASV9764	Bacteria	Omnitrophicaeota	Omnitrophia	Omnitrophales	Omnitrophaceae	Candidatus_Omnitrophus	ASV9764
ASV9765	Bacteria	Proteobacteria	Gammaproteobacteria	NA	NA	NA	ASV9765
ASV9766	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Marinifilaceae	Marinifilum	ASV9766
ASV9767	Bacteria	Proteobacteria	Deltaproteobacteria	Oligoflexales	Oligoflexaceae	NA	ASV9767
ASV9768	Bacteria	Epsilonbacteraeota	Campylobacteria	Campylobacterales	Rs-M59_termite_group	NA	ASV9768
ASV9769	Bacteria	NA	NA	NA	NA	NA	ASV9769
ASV9770	Bacteria	Firmicutes	NA	NA	NA	NA	ASV9770
ASV9771	Bacteria	Proteobacteria	Gammaproteobacteria	NA	NA	NA	ASV9771
ASV9772	Bacteria	Proteobacteria	Deltaproteobacteria	Bradymonadales	NA	NA	ASV9772
ASV9773	Bacteria	Tenericutes	Mollicutes	Mycoplasmatales	Mycoplasmataceae	Candidatus_Bacilloplasma	ASV9773
ASV9774	Archaea	Nanoarchaeaeota	Woesearchaeia	NA	NA	NA	ASV9774
ASV9775	Bacteria	NA	NA	NA	NA	NA	ASV9775
ASV9776	Bacteria	Lentisphaerae	Lentisphaeria	Victivallales	BD2-3	NA	ASV9776
ASV9777	Bacteria	NA	NA	NA	NA	NA	ASV9777
ASV9778	Bacteria	Proteobacteria	Gammaproteobacteria	NA	NA	NA	ASV9778
ASV9779	Bacteria	Proteobacteria	Gammaproteobacteria	NA	NA	NA	ASV9779
ASV9780	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	NA	ASV9780
ASV9781	Bacteria	Proteobacteria	Alphaproteobacteria	NA	NA	NA	ASV9781
ASV9782	Bacteria	NA	NA	NA	NA	NA	ASV9782
ASV9783	Bacteria	Proteobacteria	Deltaproteobacteria	Bdellovibrionales	Bacteriovoracaceae	Halobacteriovorax	ASV9783
ASV9784	Bacteria	Cyanobacteria	Oxyphotobacteria	Chloroplast	NA	NA	ASV9784
ASV9785	Bacteria	NA	NA	NA	NA	NA	ASV9785
ASV9786	Bacteria	Proteobacteria	Gammaproteobacteria	CHAB-XI-27	NA	NA	ASV9786
ASV9787	Bacteria	Cyanobacteria	Oxyphotobacteria	Chloroplast	NA	NA	ASV9787
ASV9788	Bacteria	Bacteroidetes	Bacteroidia	Flavobacteriales	Cryomorphaceae	NA	ASV9788
ASV9789	NA	NA	NA	NA	NA	NA	ASV9789
ASV9790	Bacteria	Proteobacteria	Gammaproteobacteria	NA	NA	NA	ASV9790
ASV9791	Eukaryota	NA	NA	NA	NA	NA	ASV9791
ASV9792	Bacteria	Proteobacteria	Gammaproteobacteria	NA	NA	NA	ASV9792
ASV9793	Bacteria	Proteobacteria	NA	NA	NA	NA	ASV9793
ASV9794	Bacteria	Cyanobacteria	Oxyphotobacteria	NA	NA	NA	ASV9794
ASV9795	Bacteria	Proteobacteria	Gammaproteobacteria	NA	NA	NA	ASV9795
ASV9796	Bacteria	Proteobacteria	Gammaproteobacteria	NA	NA	NA	ASV9796
ASV9797	Bacteria	Proteobacteria	Deltaproteobacteria	Oligoflexales	Oligoflexaceae	NA	ASV9797
ASV9798	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Mitochondria	NA	ASV9798
ASV9799	Bacteria	NA	NA	NA	NA	NA	ASV9799
ASV9800	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	NA	ASV9800
ASV9801	Bacteria	Proteobacteria	NA	NA	NA	NA	ASV9801
ASV9802	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	NA	NA	ASV9802
ASV9803	Bacteria	Proteobacteria	Deltaproteobacteria	Bdellovibrionales	Bdellovibrionaceae	Bdellovibrio	ASV9803
ASV9804	Bacteria	Proteobacteria	Deltaproteobacteria	Bdellovibrionales	Bacteriovoracaceae	Peredibacter	ASV9804
ASV9805	Bacteria	Proteobacteria	Gammaproteobacteria	NA	NA	NA	ASV9805
ASV9806	Bacteria	Proteobacteria	Alphaproteobacteria	NA	NA	NA	ASV9806
ASV9807	Bacteria	NA	NA	NA	NA	NA	ASV9807
ASV9808	Bacteria	Planctomycetes	Phycisphaerae	Phycisphaerales	Phycisphaeraceae	NA	ASV9808
ASV9809	Bacteria	Epsilonbacteraeota	Campylobacteria	Campylobacterales	NA	NA	ASV9809
ASV9810	Bacteria	Tenericutes	Mollicutes	Entomoplasmatales	Entomoplasmatales_Incertae_Sedis	Candidatus_Hepatoplasma	ASV9810
ASV9811	Bacteria	Planctomycetes	Planctomycetacia	Pirellulales	Pirellulaceae	Blastopirellula	ASV9811
ASV9812	Archaea	Nanoarchaeaeota	Woesearchaeia	NA	NA	NA	ASV9812
ASV9813	Bacteria	NA	NA	NA	NA	NA	ASV9813
ASV9814	NA	NA	NA	NA	NA	NA	ASV9814
ASV9815	Bacteria	Proteobacteria	Deltaproteobacteria	Bdellovibrionales	Bacteriovoracaceae	NA	ASV9815
ASV9816	Bacteria	Proteobacteria	NA	NA	NA	NA	ASV9816
ASV9817	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Rickettsiaceae	NA	ASV9817
ASV9818	Bacteria	Chloroflexi	Anaerolineae	NA	NA	NA	ASV9818
ASV9819	Bacteria	NA	NA	NA	NA	NA	ASV9819
ASV9820	Bacteria	Proteobacteria	Gammaproteobacteria	Alteromonadales	Alteromonadaceae	NA	ASV9820
ASV9821	Bacteria	Proteobacteria	Gammaproteobacteria	NA	NA	NA	ASV9821
ASV9822	Bacteria	NA	NA	NA	NA	NA	ASV9822
ASV9823	Bacteria	Cyanobacteria	Oxyphotobacteria	Chloroplast	NA	NA	ASV9823
ASV9824	Bacteria	Proteobacteria	Deltaproteobacteria	Desulfobacterales	Desulfobulbaceae	NA	ASV9824
ASV9825	Archaea	Nanoarchaeaeota	Woesearchaeia	NA	NA	NA	ASV9825
ASV9826	Bacteria	Proteobacteria	NA	NA	NA	NA	ASV9826
ASV9827	Bacteria	Proteobacteria	Alphaproteobacteria	NA	NA	NA	ASV9827
ASV9828	Bacteria	NA	NA	NA	NA	NA	ASV9828
ASV9829	Bacteria	Proteobacteria	Gammaproteobacteria	Alteromonadales	Alteromonadaceae	Aestuariibacter	ASV9829
ASV9830	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Rickettsiaceae	Candidatus_Megaira	ASV9830
ASV9831	Bacteria	Proteobacteria	Alphaproteobacteria	NA	NA	NA	ASV9831
ASV9832	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Rhizobiaceae	Neorhizobium	ASV9832
ASV9833	Bacteria	Proteobacteria	Gammaproteobacteria	Alteromonadales	Alteromonadaceae	NA	ASV9833
ASV9834	NA	NA	NA	NA	NA	NA	ASV9834
ASV9835	Archaea	NA	NA	NA	NA	NA	ASV9835
ASV9836	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	SM2D12	NA	ASV9836
ASV9837	Bacteria	NA	NA	NA	NA	NA	ASV9837
ASV9838	Archaea	Nanoarchaeaeota	Woesearchaeia	NA	NA	NA	ASV9838
ASV9839	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Rickettsiaceae	NA	ASV9839
ASV9840	Bacteria	Proteobacteria	Gammaproteobacteria	NA	NA	NA	ASV9840
ASV9841	Bacteria	Lentisphaerae	NA	NA	NA	NA	ASV9841
ASV9842	Bacteria	Proteobacteria	Gammaproteobacteria	Oceanospirillales	Endozoicomonadaceae	Endozoicomonas	ASV9842
ASV9843	Bacteria	Bacteroidetes	Bacteroidia	Chitinophagales	Saprospiraceae	Lewinella	ASV9843
ASV9844	Archaea	Nanoarchaeaeota	Woesearchaeia	NA	NA	NA	ASV9844
ASV9845	Bacteria	NA	NA	NA	NA	NA	ASV9845
ASV9846	Bacteria	Planctomycetes	Phycisphaerae	MSBL9	SG8-4	NA	ASV9846
ASV9847	Archaea	Nanoarchaeaeota	Woesearchaeia	NA	NA	NA	ASV9847
ASV9848	Bacteria	Proteobacteria	Deltaproteobacteria	Bdellovibrionales	Bdellovibrionaceae	Bdellovibrio	ASV9848
ASV9849	Bacteria	Proteobacteria	Deltaproteobacteria	Syntrophobacterales	Syntrophobacteraceae	NA	ASV9849
ASV9850	Bacteria	Proteobacteria	NA	NA	NA	NA	ASV9850
ASV9851	Bacteria	Proteobacteria	Deltaproteobacteria	Bdellovibrionales	Bacteriovoracaceae	NA	ASV9851
ASV9852	Bacteria	Planctomycetes	Phycisphaerae	Phycisphaerales	Phycisphaeraceae	Phycisphaera	ASV9852
ASV9853	NA	NA	NA	NA	NA	NA	ASV9853
ASV9854	Bacteria	Proteobacteria	Deltaproteobacteria	Desulfobacterales	Desulfobacteraceae	Desulfatitalea	ASV9854
ASV9855	Bacteria	Bacteroidetes	Bacteroidia	NA	NA	NA	ASV9855
ASV9856	Bacteria	Proteobacteria	Gammaproteobacteria	EC3	NA	NA	ASV9856
ASV9857	Bacteria	Proteobacteria	NA	NA	NA	NA	ASV9857
ASV9858	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Rhizobiaceae	NA	ASV9858
ASV9859	Bacteria	Proteobacteria	Gammaproteobacteria	Coxiellales	Coxiellaceae	Coxiella	ASV9859
