""	"freq"	"prev"	"p.freq"	"p.prev"	"p"	"contaminant"	"Kingdom"	"Phylum"	"Class"	"Order"	"Family"	"Genus"	"ASV"	"100tiss"	"102tiss"	"103tiss"	"104tiss"	"105tiss"	"212tiss"	"214tiss"	"215tiss"	"217tiss"	"218tiss"	"219tiss"	"220tiss"	"222tiss"	"224tiss"	"225tis"	"227tiss"	"228tiss"	"229tiss"	"230tiss"	"232tiss"	"234tiss"	"235tiss"	"238tss"	"248tiss"	"250tiss"	"251tiss"	"253tiss"	"256tiss"	"259tiss"	"262tiss"	"264tiss"	"266tiss"	"75Ltiss"	"76Ltiss"	"77Ltiss"	"78Ltiss"	"79Ltiss"	"80Ltiss"	"81Ltiss"	"81tiss"	"82Ltiss"	"82tiss"	"83Ltiss"	"83tiss"	"84Ltiss"	"84tiss"	"85tiss"	"86tiss"	"87tiss"	"88tiss"	"89tiss"	"90tiss"	"91tiss"	"92tiss"	"93tiss"	"94tiss"	"95tiss"	"97tiss"	"98tiss"	"99tiss"	"meanabundance"
"ASV109"	0.000840893714440245	42	NA	0.0150810900041737	0.0150810900041737	TRUE	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"Rickettsiales"	"S25-593"	NA	"ASV109"	0.00435820023373588	0.00043888523151196	0	0.00320081290486473	0.000681833082016652	0.000973416008799681	9.38595027532121e-05	0	0	0.0014616935483871	0.00303638333007795	0.000239728553514789	0	0.000738697353385889	0	0.000607921850597965	0.00168884339815763	0	0	0.000609241728371919	0	0.000821122672895873	0	0.000918342957064322	0.00161143936727852	0.00114408923896064	0.00143316965439466	0	0.00119123150030428	0	0	0.00129524690644154	0.00499803600211299	0.000450743727149797	0.000279532621456924	0.000634185961125513	0	0.000389509218384835	0.000205644953986942	0.00011611704598235	0.00106474414070017	0	0	0	0.00194586431226766	0.0010984003084869	0.000280144741449749	0.0010067667932002	0.00213830010983618	0.000548646671543526	0.00189964157706093	0.000788245680413671	0.000389828475470793	0	0.00162031469549477	0.000258102163569441	0	0.000689138214527517	0.00195815353374189	0.00114940289493678	0.000840893714440245
"ASV110"	0.00131714557778967	43	NA	0.0190731432405726	0.0190731432405726	TRUE	"Bacteria"	"Actinobacteria"	"Acidimicrobiia"	"Microtrichales"	"Microtrichaceae"	NA	"ASV110"	0.00172867160109077	0.000114946132062656	0	0.000863711418773022	0.000406477414279158	0.00276450146499109	0.000125146003670949	0	0.000457047280082463	0.00250756048387097	0.00401299785144805	0	0	0.00547097727351424	0	0.00347982852411249	0.00476970317297851	0.000929143739743219	0.012649141836279	0.00224950792014247	0.00738238892432528	0.00138741417144475	0.000558064025163614	0.00449107446125977	0.00275982144510919	0.00130910210996458	0.00401757394920471	0	0.00192927710375367	7.24973900939566e-05	0	0.00152654099687753	0.000907502471928375	0.000460760254419793	0	0.000678690239099233	0.000357285182284152	0.000558296546351597	0	0	0.000230908367862686	0	0	0	0.00171352230483271	7.01106579885252e-05	0	0.000561148704406668	0.00030380220139749	0	0.00114695340501792	0.000409887753815109	0.000779656950941586	0	0.000468372216666456	0.000179549331178741	0	0.000193442305832286	0.00130543568916126	0.000740293389959284	0.00131714557778967
"ASV115"	0.00124062004677558	46	NA	0.0372625887248253	0.0372625887248253	TRUE	"Bacteria"	"Bacteroidetes"	"Bacteroidia"	"Flavobacteriales"	"NS9_marine_group"	NA	"ASV115"	0.00165562913907285	0.000449334879881292	0	0.00213387526990982	0.00098341309906248	0.00363084171282281	8.34306691139663e-05	0.000129111390852458	0.000340354357508217	0.00223034274193548	0.00211303869169167	0.000276609869440142	0.000168212115477617	0.00571336234259398	0	0.0033330887670716	0.000777891504605937	0.00024133603629694	0.00671537038218592	0.00248383166182398	0.00282329321468531	0.00260494089332484	0	0.00291856939779346	0.00233380873881717	0.00104508151635828	0.00518055588186923	0.000242434037738899	0.002369514832127	0	0	0.00180409390540072	0.00124612279727478	0.000280462763559874	0.000489182087549617	0.000111260694934301	0.00607384809883058	0.000441443780836146	0.00217212482648707	0	0.000320706066475953	0	0	9.83848487332951e-05	0.00142309479553903	0	0	0.000676679320019805	0	0	0.00034647550776583	0.000252238617732375	9.99560193514853e-05	0	0.000189880628378293	0.000179549331178741	0	0.00313134732566012	0.00105160097182435	0.00107147727494107	0.00124062004677558
"ASV116"	0.00155980802690596	40	NA	0.00924833393984171	0.00924833393984171	TRUE	"Bacteria"	"Cyanobacteria"	"Oxyphotobacteria"	"Synechococcales"	"Cyanobiaceae"	"Synechococcus_CC9902"	"ASV116"	0.00227649006622517	0.00220487580592913	0	0.00275625555696685	0.0014030026879958	0.00277423562507909	0.00311822125813449	0	0	0.00220514112903226	0	0.000829829608320425	0	0.000969540276318979	0	0.00270420409403922	0.00358239508700102	0	0.00181841383270593	0.00320242446964726	0.00271872679932659	0.00123168400934381	0	0.00125800405077304	0	0	0.000810563165190424	0	0.00222708497882974	0	0	0.00154967040592113	0.00681304094596974	0.0011118345269695	0.00121596690333762	0.000845581281500684	0.00420497176072886	0.000324591015320696	0	0	0.00153938911908458	0	0	0	0.00174256505576208	0.00149569403708854	0	0.00125433239808549	0.0016475427075787	0.00611349148291357	0.00323775388291517	0.00184449489216799	0.00462796369597377	0	0.00412673899008823	0.000538647993536224	0.000499868455669561	0.00563400715736532	0.00288888083064389	0.00224036157487678	0.00155980802690596
"ASV117"	0.00100660549124104	32	NA	0.0648514328819985	0.0648514328819985	TRUE	"Bacteria"	"Bacteroidetes"	"Bacteroidia"	"Cytophagales"	"Cyclobacteriaceae"	"Marinoscillum"	"ASV117"	0.00437037397740553	0.00111811237551856	0	0.00119395402006859	0.00112764702025831	0	0.00635115968630068	0.000107592825710382	0	0.00147429435483871	0	0.00177030316441691	0	0	0	0.00132065781336799	0.000470829068577277	0	0.00330185669622918	0	0.000815618039797978	0	0	0.00122026392924985	0	0.000495038613011815	0	0	0.00205875878856936	0	0	0	0.000785599154803668	0.000420694145339811	0	0.000812203073020394	0.00355911008506136	0.000753051155544015	0	0	0.00111605711133632	0	0.00013318443995943	0.000377141920144298	0	0.0052816695684689	0	0.00257468229080706	0.00287443621322241	0	0.00204301075268817	0	0.00260885210507377	0	0.00141777535855792	0	0	0.00280491343456814	0.00365038498265463	0.00198710330989071	0.00100660549124104
"ASV119"	0.000917236345159157	40	NA	0.00924833393984171	0.00924833393984171	TRUE	"Bacteria"	"Bacteroidetes"	"Bacteroidia"	"Flavobacteriales"	"Cryomorphaceae"	NA	"ASV119"	0.00114433190494741	0	0	0.00415343579321732	0.000419589588933325	0.00167427553513545	0	0	0.000330629947293697	0.00264616935483871	0.000106539765967647	0.00337464040716973	0	0.000773323791825852	0	0.00328068171098557	0.00232343909928352	0.000386137658075104	0.00743316531614879	0.00276502015184178	0	0.00107595384724287	0.000202932372786769	0.00246568793951517	0.00103724832836319	0.00260720336186223	0.000810563165190424	0	0.00164441739715917	0	0	0.00268301144905748	0.000893957658914519	0	9.78364175099234e-05	0.000100134625440871	0.00164900853361916	0.000311607374707868	0.000282761811732045	0	0.000153938911908458	0	0	0	0.000987453531598513	5.8425548323771e-05	0	0	0	0	0.000931899641577061	0.000425652667423383	0.000199912038702971	0	0.000493689633783561	0.00033665499596014	0.000184162062615101	0.00215204565238418	0.0014625714665603	0.000974070249946426	0.000917236345159157
"ASV123"	0.000570133689672667	13	NA	2.09424347119208e-06	2.09424347119208e-06	TRUE	"Bacteria"	"Actinobacteria"	"Acidimicrobiia"	"Actinomarinales"	"Actinomarinaceae"	"Candidatus_Actinomarina"	"ASV123"	0.00395646669263732	0	0	0.00464879969516068	0.000721169605979152	0	0	0	0	0.0026335685483871	0	0	0	0.00353189672087628	0	0.00180280272935948	0	0	0	0	0	0	0	0.00379917223333459	0	0	0.00119822380941193	0	0	0	0	0	0	0	0	0	0	0	0.00228780011310472	0	0	0	0	0	0.00191682156133829	0	0	0	0	0	0.00111111111111111	0	0	0	0	0	0	0.00211577522004062	0.00448441333961876	0	0.000570133689672667
"ASV128"	0.00158661752182737	35	NA	0.00238810723889746	0.00238810723889746	TRUE	"Bacteria"	"Bacteroidetes"	"Bacteroidia"	"Flavobacteriales"	"Flavobacteriaceae"	NA	"ASV128"	0.000450428515777172	0.000156744725539986	0	8.89114695795758e-05	0.00014423392119583	0.00463346020188648	0	0.000591760541407099	0.00146838594239259	0.00418346774193548	0.00566436422394659	0.00156745592682747	0.000105132572173511	0.00285091009822366	0.000282023045311703	0.00720072950622072	0.00712384851586489	0.000892943334298677	0.0207682000893256	0.00353047770800137	0.00597074231698263	0.00285977206767183	0.000852315965704429	0.00503201620309217	0.00438978310396562	0.0033112582781457	0.0022789746963325	0.000242434037738899	0.00317230127798423	0.000260990604338244	0	0.00349254076558344	0	0	4.19298932185386e-05	0	0	0	0	0	0	0	0	0	0.000203299256505576	0	0	0.000148539362931177	0	0	0.00039426523297491	0.000346828099382015	0	0	0	0	0	0	0.000495582067181588	0	0.00158661752182737
"ASV136"	0.000663685181268835	34	NA	0.00177402252032378	0.00177402252032378	TRUE	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Betaproteobacteriales"	"Burkholderiaceae"	"MWH-UniP1_aquatic_group"	"ASV136"	0.00321386832878847	0	0	0.000990727803886701	0	0	0	0.00011835210828142	0.000272283486006574	0.000730846774193548	0	0	0	0.001269636076132	0	0.00143595333675726	0	0	0	0.000562376980035617	0	0.00171303178311036	5.07330931966922e-05	0.00251600810154609	0.00027783437366871	0	0.00229072198858163	0	0.00227887765275602	0	0	0.000971435179831155	0.00172019125275976	0.000460760254419793	0	0.000489547057710922	0	0	0.000681198910081744	6.96702275894101e-05	0.000782522802201326	0	0	0	0.00126335966542751	0.00518818869115087	0	0.000544644330747648	0.000140216400644995	0.000535583655554394	0	0.000204943876907555	0.00282875534764704	0	0.000936744433332911	0.000403985995152168	0.000118389897395422	0.00078585936744366	0.00270757031826039	0.00126629132493035	0.000663685181268835
"ASV139"	0.00136475145795991	22	NA	0.00044463143941545	0.00044463143941545	TRUE	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"Rhodobacterales"	"Rhodobacteraceae"	"HIMB11"	"ASV139"	0.000279996104402026	0.000376187341295965	0	0.00193064905372793	0	0.00318307034877496	0.0197522109127315	0	0	0.00356602822580645	0.00337375925564217	0	0	0.00322025877491661	0	0.00573333193581184	0.00406345957011259	0.000579206487112656	0	0.00168713094010685	0.000616941850616419	0.00369505202803143	0	0.0063655004969116	0.00311174498508956	0.00306923940067325	0.00339496746000047	0	0.00242130750605327	0	0	0.00178096449635712	0	0	0	0	0	0	0.00452418898771271	0	0	0	0	0	0	0	0	0	0	0.00515989131570697	0	0	0	0	0	0	0	0	0	0	0.00136475145795991
"ASV142"	0.000870378379675659	40	NA	0.0705185462912931	0.0705185462912931	TRUE	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"Puniceispirillales"	"SAR116_clade"	NA	"ASV142"	0.00353038566419945	0.000532932066835951	0	0.00323891782039883	0.000288467842391661	0.000827403607479729	0.0095423827799099	0	0.000136141743003287	0.00109627016129032	0	0	0	0.000311637945959672	0	0.00178183990692507	0.00376663254861822	8.4467612703929e-05	0	0.000312431655575343	0.00196584860874384	0.000622920648403766	0	0.00138380445585035	0.000870547704161959	0.00041803260654331	0	0	0.00111354248941487	0	0	0.00064762345322077	0.00140866055344106	8.01322181599639e-05	0.00116006037904623	0	0.00108559728463261	0.000389509218384835	0.000424142717598067	0	0.00041050376508922	0	0	0	0.000914846654275093	4.67404386590168e-05	0	0.0010892886614953	0.00283938211306116	0.000287386351760895	0.000967741935483871	0.000268003531340648	0.00279876854184159	0	0.00191146499234148	0.00033665499596014	0.000118389897395422	0	0.001498833569037	0.00171436363990571	0.000870378379675659
"ASV145"	0.000789513315566586	37	NA	0.00420761751615263	0.00420761751615263	TRUE	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"SAR11_clade"	"Clade_II"	NA	"ASV145"	0.00104694195559018	0.000334388747818636	0	0.00227359329353487	0	0.000661922885983783	0	0	0	0.000554435483870968	0.0010476410320152	0	0	0.00160435831438498	0	0.000503107738425902	0	0	0	0.000734214390602056	0.00138027668273504	0.000552134211085156	0	0.00252858814205382	0.00125951582729815	0.000506039471078744	0.000728332119446468	0	0.00117828333182271	0	0	0.000462588180871979	0.00476777418087743	0.000220363599939901	0.00100631743724493	0.000233647459362031	0.00259718844045018	0.000766034796156842	0	0	0.000821007530178441	0	0	0	0.00258480483271375	0.000911438553850828	0	0.0028552566430104	0.000677712603117478	0.000535583655554394	0.00168458781362007	0.000882835162063312	0.00195913797928911	0	0.00340519260225072	0.000471316994344196	0	0.00160798916723087	0.00130543568916126	0.000720811984960355	0.000789513315566586
"ASV146"	0.000758131122611613	42	NA	0.0150810900041737	0.0150810900041737	TRUE	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"SAR11_clade"	"Clade_III"	NA	"ASV146"	0.0012782430853136	0	0	0.00143528515178458	0.000576935684783321	0.000476973844311844	0.000490155181044552	0	0	0.000844254032258065	0	0.000221287895552113	0	0.00212375489098443	0	0.000555514794511933	0.00060388945752303	4.8267207259388e-05	0	0.00265566907239041	0.000993380945907793	0.00109011113470659	2.02932372786769e-05	0.000956083078587513	0.000333401248402452	0.000297023167807089	0.00164462091487912	0	0.000297807875076071	0	0	0.000925176361743957	0.00219425970824473	0.000390644563529824	0.00069883155364231	0.00102359839339557	0.000343543444503992	0.000324591015320696	0	0	0.000782522802201326	0	0	0	0.00101649628252788	0.000327183070613118	0	0.00145238488199373	0.00222009301021243	0.00316124986936984	0.00237753882915173	0.00182872997855972	0.00380832433729159	0	0.000341785131080927	0.000617200825926923	0.000210470928702973	0.00302253602862946	0.000386795759751484	0.00109095867994	0.000758131122611613
"ASV148"	0.000790892647252606	40	NA	0.00924833393984171	0.00924833393984171	TRUE	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Oceanospirillales"	"Pseudohongiellaceae"	"Pseudohongiella"	"ASV148"	0.00177736657576938	0.000606079605421278	0	0.00167661628350057	0.000236019143774995	0.00144065569302353	0.00297221758718505	0	0.000116692922574246	0.00280997983870968	0.00214855194701422	0.0040938260677141	0	0.000877203107145743	0	0.00137306486945402	0.000307062436028659	0.000217202432667246	0	0.00132783453619521	0.00138027668273504	0.00125999858427125	8.11729491147075e-05	0.00283050911423935	0.000518624164181593	0.000275021451673231	0.00169161008387567	0	0.000556771244707436	0	0	0.000531976408002776	0.00134093648837178	0.000490809836229779	0.000489182087549617	0.000166891042401451	0	0.000311607374707868	0	0	0.000448988493066335	0	0	0	0.000304948884758364	0	0	0	0.0014138487065037	0	0.00100358422939068	0.000614831630722664	0.000729678941265843	0	0	0.000258102163569441	0.000184162062615101	0.00544056485153303	0.00227242508853997	0.000876663224951784	0.000790892647252606
"ASV149"	0.0008814049775267	42	NA	0.0150810900041737	0.0150810900041737	TRUE	"Bacteria"	"Verrucomicrobia"	"Verrucomicrobiae"	"Opitutales"	"Puniceicoccaceae"	"MB11C04_marine_group"	"ASV149"	0.000584339696143358	0.000522482418466619	0	0.000723993395147974	0.000878515701829148	0.00295918466675103	0.00301393292174203	0.000204426368849725	0.00020421261450493	0.00138608870967742	0.00259246763854609	0.0020100317179317	0	0.00333568023638315	0	0.000974771243200184	0.00329580348004094	6.0334009074235e-05	0	0.00101540288061986	0	0	0	0.00169830546854361	0.000648280205226991	0.000528041187212603	0.000352418767474097	0	0.000971112636117621	0	0	0.00291430553949347	0.00311530699318696	0.000220363599939901	0.00113210711690054	0.000211395320375171	0.000673345151227824	0.000389509218384835	0	0	0.000859492258155555	0	9.22046122796054e-05	0	0.000842239776951673	0.000163591535306559	0.000116726975604062	0	0.00290949031338366	0.000378827463684816	0.00279569892473118	0.000819775507630218	0.000539762504498021	0	0.00221527399774675	0	0	0.00267192184930844	0.000966989399378709	0.000896144629950712	0.0008814049775267
"ASV150"	0.00126219555514848	41	NA	0.0118494278604222	0.0118494278604222	TRUE	"Bacteria"	"Cyanobacteria"	"Oxyphotobacteria"	"Synechococcales"	"Cyanobiaceae"	"Synechococcus_CC9902"	"ASV150"	0.00340864822750292	0.000668777495637272	0	0.00445827511749016	0.0018357044515833	0.00139198489258354	0.00537084932421158	0	0.000340354357508217	0.00114667338709677	0.000692508478789708	0	0	0.00140814182989185	0	0.00272516691647363	0.0028863868986694	0	0.00172270784151088	0.00098415971506233	0.00280237993161356	0.00191123380760246	0.000253665465983461	0.00116994376721893	0.00162996165885643	0.00228817847792128	0.002666635340554	0	0.000958164467636053	0	0	0	0.000826233593845237	0.000701156908899684	0	0.000967968045928415	0.00267963886713114	0.000324591015320696	0.00370160917176495	0	0	0	0	0	0.000609897769516729	0.00146063870809428	0.000256799346328937	0.00490179897672883	0.00280432801289991	0.00139774271083708	0.00230585424133811	0.002017908941859	0.00215905001799208	0	0.00196209982657569	0	0	0.000737498790985589	0.0014625714665603	0.00173384504490464	0.00126219555514848
"ASV152"	0.00104902721796088	44	NA	0.0239776657881484	0.0239776657881484	TRUE	"Bacteria"	"Cyanobacteria"	"Oxyphotobacteria"	"Synechococcales"	"Cyanobiaceae"	"Cyanobium_PCC-6307"	"ASV152"	0.00282430853135956	0.00083597186954659	0	0.00327702273593294	0.000668720907362486	0.00181055377636741	0.00118888703487402	0.000225944933991801	0.000340354357508217	0.00149949596774194	0.000745778361773532	0.000922032898133805	0	0.00155818972979836	0	0.00236879893508862	0.00269191402251791	0.000289603243556328	0.00393989663752951	0.0020932920923548	0.00307425261154622	0.00294471579245417	0.000243518847344123	0.0027676089117007	0.00146326103465521	0.000935072935688984	0.00173859925287221	0	0.00301692325620541	5.79979120751653e-05	0	0.00270614085810108	0	0	0	0.000322656015309472	0.0017726841736406	0.000272656452869385	0	0	0.00109040062601824	0	8.19596553596492e-05	0.000377141920144298	0.000609897769516729	0.00241881770060412	0	0.00110579303515432	0.000362225701666238	0.000378827463684816	0	0	0.000239894446443565	0	0.00026583287972961	0.000381542328754825	0	0.000943031240932392	0.00412179231485175	0.00196762190489178	0.00104902721796088
"ASV156"	0.000864171250971946	39	NA	0.00716745880337733	0.00716745880337733	TRUE	"Bacteria"	"Bacteroidetes"	"Bacteroidia"	"Flavobacteriales"	"NS7_marine_group"	NA	"ASV156"	0.00183823529411765	0.000334388747818636	0	0.000609678648545662	0.000340916541008326	0.00262822322375914	9.38595027532121e-05	0.000129111390852458	0.000282007896221094	0.00151209677419355	0.000976614521370101	0.00136460868923803	0	0.00213529703713108	0	0.00177135849570786	0.00399181166837257	0.000217202432667246	0.00813500925157915	0.00087480863561096	0.00285466313929292	0.00236426700644157	0	0.00262922846611566	0.00129656041045398	0.00126509867769686	0.00164462091487912	0	0.00155378021778819	0	0	0.00171157626922632	0.00055533733356811	0	0	0.000311529945816042	0	0.000701116593092703	0.00050125957534317	0	0.000590099162315754	0	0	0	0	0	0	0.000528139957088628	0.00128531700591246	0.000352701431706552	0.00045400238948626	0	0	0	0.00113928377026976	0	0.000223625361746909	0.000749588935100106	0.00147465883405253	0.000428590909976428	0.000864171250971946
"ASV161"	0.000940412499860829	21	NA	0.0231583280953063	0.0231583280953063	TRUE	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"Rhodobacterales"	"Rhodobacteraceae"	"HIMB11"	"ASV161"	0	0	0	0	0	0.00286184306587106	0.00339979976639413	0	0.000437598459653422	0.00354082661290323	0	0.00260013277273733	0	0.00204295986795785	0	0.00255746433699833	0.00647901740020471	0	0	0.00167150935732808	0.00111886064433825	0.00151482975861825	0	0.00264180850662339	0.00146326103465521	0.0051594024333898	0.00387660644221507	0	0.00354779816394971	0	0	0.00233607031340349	0	0	0	0	0.0024872545382089	0	0	0	0	0	0	0	0	0	0	0	0.00190460610876119	0	0	0	0	0	0	0	0	0.004062288422478	0	0.000720811984960355	0.000940412499860829
"ASV164"	0.000425441919011113	27	NA	0.00279494444789458	0.00279494444789458	TRUE	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"Parvibaculales"	"PS1_clade"	NA	"ASV164"	0.000754772107518504	0.000250791560863977	0	0.00250222278673949	0	0.000817669447391732	0	0	0	0.00104586693548387	0	0	0	0.00116575676081211	0	0.000209628224344126	0	0	0	0.00115599712562877	0.000282329321468531	0.000750336235577263	0	0.00139638449635808	0	0	0	0	0.000427289559891753	0	0	0.00104082340696195	0	0.000160264436319928	0.000223626097165539	0	0.000700828626788144	0	0.00164515963189553	0	0.000448988493066335	0	0	0	0	0	0	0	0.00226683181042743	0.00475493782004389	0.00019115890083632	0	0.00121946343608812	0	0.000151904502702634	0.000213214830774755	0	0.000737498790985589	0.000701067314549564	0.000311702479982856	0.000425441919011113
"ASV165"	0.000819670603064485	26	NA	0.0753639388879441	0.0753639388879441	TRUE	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"SAR11_clade"	"Clade_IV"	NA	"ASV165"	0	0.00061652925379061	0	0.00210847199288708	0	0	0	0	0	0	0.000905588010725003	0	0	0.00122346749154538	0	0.00139402769188844	0.000747185261003071	0	0	0.000859187052832193	0.00136982004119917	0	0	0.00101898328112617	0.00109281520309693	0.00400431233636224	0	0	0.000712149266486256	0	0	0	0.00426661609936475	0	0	0.000734320586566384	0.00416374654738838	0	0	0	0.000731209831565174	0	0	0	0	0.00525829934913939	0	0.00163393299224294	0.00178775910822369	0.000731528895391368	0.00160095579450418	0	0.00209907640638119	0	0.00426598478423231	0	0	0.001354096140826	0.00366247235014686	0.000837700414953927	0.000819670603064485
"ASV168"	0.000703166708237322	29	NA	0.034224985961138	0.034224985961138	TRUE	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"Puniceispirillales"	"SAR116_clade"	NA	"ASV168"	0.000133911180366186	4.17985934773295e-05	0	0	0	0.00411754971722265	0.00171032871683631	4.30371302841527e-05	0.000320905537079176	0.00303679435483871	0.000390645808548041	0.000608541712768312	0	0.000738697353385889	0	0.00278805538377687	0.00221084953940635	8.4467612703929e-05	0	0.000906051801168494	0.00262461702550375	0.00318538967933744	0	0.0027298687901775	0.00166700624201226	0.00473036896877956	0.00125696027065761	0	0.0026932190441662	0	0	0.00254423499479588	0.00125966761028864	0	0	0	0	0.000103869124902623	0.000873991054444502	0	0	0	0	0	0	0	0	0	0.000175270500806244	0	0	0	0.000689696533525249	0	0.000367102548198033	0.000157105664781399	0	0	0	0	0.000703166708237322
"ASV173"	0.000408520585491938	13	NA	0.0546352089048973	0.0546352089048973	TRUE	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"Puniceispirillales"	"SAR116_clade"	"Candidatus_Puniceispirillum"	"ASV173"	0	0	0	0	0	0.00134331409214356	0	0	0	0	0.00697835467088091	0	0	0.00309329516730341	0	0	0	0	0	0.00126534820508014	0.0012129704181611	0	0	0.00193732623819049	0	0.000737057490484258	0.000951530672180062	0	0	0	0	0.00189661154157511	0	0	0	0.000489547057710922	0.000961921644611178	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00200007595225135	0	0	0	0.00164388197894381	0	0.000408520585491938
"ASV179"	0.000521716192642757	33	NA	0.0152878999545555	0.0152878999545555	TRUE	"Bacteria"	"Bacteroidetes"	"Bacteroidia"	"Flavobacteriales"	"Flavobacteriaceae"	"NS4_marine_group"	"ASV179"	0.00136345929100117	0.000647878198898607	0	0.00149879334434142	0.000590047859437488	0.000107075760967965	0	0	0	0.000529233870967742	0.000284106042580393	0	0	0.000277011507519708	0	0.000807068663724884	0	0	0.00239264977987622	0	0.000407809019898989	0	0	0.00236504761545332	0.00027783437366871	0.000209016303271655	0.000223198552733595	0	0	0	0	0	0.00195045307399531	0	0.000195672835019847	0.000333782084802902	0.0042599387118495	0.000259672812256557	0	0	0.000987774684745937	0	0	0.00019676969746659	0.000871282527881041	0.000654366141226235	0	0.00102327116685922	0.00154238040709495	0	0.000657108721624851	0.000520242149073023	0.00134940626124505	0	0.000670911553603301	0	0	0.00113647354676468	0.00193397879875742	0.000779256199957141	0.000521716192642757
"ASV188"	0.00103526624802755	38	NA	0.00551342984875178	0.00551342984875178	TRUE	"Bacteria"	"Cyanobacteria"	"Oxyphotobacteria"	"Synechococcales"	"Cyanobiaceae"	NA	"ASV188"	0.00124172185430464	0	0	0.00245141623269402	0.000891627876483315	0.00268662818428712	0	0.000107592825710382	0.000340354357508217	0.00103326612903226	0.00062148196814461	0.000461016449066903	0	0.00170823762970487	0	0.00242120599117465	0.00239508700102354	0.000398204459889951	0	0.00151529352954041	0.00158940951345247	0	0	0.0016102451849895	0.00216710811461594	0.00136410640029922	0.00196179780560581	0	0.00378086519661794	0	0	0.00164218804209552	0.00342683769250566	0	0.000545088611841002	0.000578555613658363	0	0	0.0011953112950491	0	0.00102625941272305	0	0.000225389052239035	0	0.00120527416356877	0.000981549211839353	0	0	0.0046388259213386	0.00627024767478315	0.0013142174432497	0	0.00164927431929951	0	0.000746863804954619	0.00115584881946315	0	0.00222458651707128	0.00090655256191754	0.00163643801991	0.00103526624802755
"ASV189"	0.000584385453400632	20	NA	0.0173945936878349	0.0173945936878349	TRUE	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"Puniceispirillales"	"SAR116_clade"	NA	"ASV189"	0.000206953642384106	0	0	0	0	0.000837137767567725	0.00453654263307192	0	0.000223661434933971	0.00186491935483871	0.000976614521370101	0	0	0.00323180092106326	0	0.0020019495424864	0.00158648925281474	0	0	0.000624863311150686	0.00284420649775705	0.00253415445600623	0	0.00192474619768276	0.00133360499360981	0.00270621108446459	0	0	0.00181274358741956	0	0	0.00171157626922632	0	0	0	0.000278151737335751	0.0025559632271097	0	0	0	0	0	0	0	0	0	0	0.00127083677174451	0	0	0	0	0	0	0	0	0	0	0	0	0.000584385453400632
"ASV190"	0.00106795349199893	26	NA	0.0753639388879441	0.0753639388879441	TRUE	"Bacteria"	"Bacteroidetes"	"Bacteroidia"	"Flavobacteriales"	"Flavobacteriaceae"	"NS5_marine_group"	"ASV190"	0	0	0	0	0	0.00267689402419912	0.000104288336392458	0.000172148521136611	0.000505669331155065	0.00175151209677419	0.00158033986185344	0.00298738658995353	0	0.00317409019032999	0	0.00513589149643108	0.00232343909928352	0.000651607298001738	0.00728960632935622	0.00296810072796576	0.0033042987253354	0.0037375238904226	0.0001319060423114	0.00561069806644777	0.00242642019670674	0.00403731491056302	0.00492211545238822	0.000215496922434576	0.00458365164247517	0	0	0.0021972938591419	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8.25218682950982e-05	0.00116847000537496	0	0	0	0	0	0	0	0	0.0003385240352065	0	0	0.00106795349199893
"ASV191"	0.000466471794483774	19	NA	0.00161334572414929	0.00161334572414929	TRUE	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"Rickettsiales"	"S25-593"	NA	"ASV191"	0.000815640825866771	0	0	0.00181633430712562	0	0.0015185289737275	0	0	0	0	0	0	0	0.000957998130172324	0	0.00132065781336799	0	0	0	0	0.00213315487331779	0	0	0	0	0	0.000986772548927472	0	0.000712149266486256	0	0	0	0	0	0.000628948398278079	0	0.001635266795839	0.00029862373409504	0	0	0	0	0	0	0	0.00501291204617955	0	0	0	0.000679276831434842	0.00126642771804062	0.000457182494639929	0.00180920395026188	0	0.0008861095990987	0	0	0.00261147112873585	0.00244164823343124	0	0.000466471794483774
